happiness,户口类型,出生年份,家庭年收入,家庭常驻人口,家庭经济状况,是否参加基本医疗保险,是否参加基本养老保险,是否参加商业医疗保险,是否参加商业养老保险,养老应该由谁负责
比较幸福,农村,1967,20000,3,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1974,13000,4,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1996,130000,6,高于平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
比较幸福,农村,1960,40000,2,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1987,40000,8,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较不幸福,农村,1964,10000,3,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
非常幸福,农村,1992,130000,2,低于平均水平,参加了,没有参加,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1992,6000,2,远低于平均水平,没有参加,没有参加,没有参加,没有参加,主要由子女负责
非常幸福,城市,1949,50000,5,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
说不上幸福不幸福,城市,1966,20000,2,低于平均水平,参加了,没有参加,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1965,100000,3,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1993,200000,1,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
非常幸福,农村,1986,90000,5,平均水平,参加了,参加了,没有参加,没有参加,主要由政府负责
比较不幸福,农村,1964,50000,4,平均水平,参加了,参加了,没有参加,没有参加,主要由老人自己负责
比较幸福,农村,1968,30000,1,平均水平,参加了,没有参加,没有参加,没有参加,主要由政府负责
比较幸福,农村,1946,8000,3,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1952,8000,4,低于平均水平,参加了,参加了,无法回答,无法回答,主要由子女负责
说不上幸福不幸福,农村,1956,6000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
非常幸福,农村,1986,24000,6,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,农村,1968,30000,2,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较不幸福,农村,1984,7000,5,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1944,20000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1982,20000,4,低于平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
比较幸福,城市,1949,46200,2,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1952,0,1,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1994,30000,3,低于平均水平,参加了,没有参加,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1948,5000,1,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,农村,1990,100000,5,平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
比较幸福,农村,1985,50000,5,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1952,80000,5,平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
比较幸福,城市,1975,80000,3,平均水平,参加了,参加了,没有参加,没有参加,主要由老人自己负责
比较不幸福,城市,1968,40000,1,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
非常幸福,农村,1969,50000,5,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1946,拒绝回答,5,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
非常幸福,农村,1984,14000,6,低于平均水平,参加了,没有参加,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1981,20000,5,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1953,不知道,3,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1986,80000,5,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1974,30000,4,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1969,30000,5,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较不幸福,城市,1936,10000,2,远低于平均水平,没有参加,没有参加,没有参加,没有参加,无法回答
比较幸福,城市,1987,不知道,5,平均水平,参加了,没有参加,没有参加,没有参加,政府/子女/老人责任均摊
比较不幸福,农村,1975,拒绝回答,1,低于平均水平,参加了,参加了,没有参加,没有参加,无法回答
比较幸福,农村,1996,1000000,3,高于平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
比较幸福,城市,1981,30000,3,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1966,7000,4,低于平均水平,参加了,参加了,没有参加,没有参加,主要由老人自己负责
比较幸福,农村,1993,不知道,7,高于平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
比较幸福,城市,1997,24000,4,低于平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
比较幸福,农村,1981,20000,3,平均水平,参加了,没有参加,没有参加,没有参加,主要由老人自己负责
比较幸福,农村,1950,30000,5,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1949,30000,5,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1987,20000,5,低于平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
比较幸福,城市,1980,60000,4,低于平均水平,参加了,没有参加,没有参加,没有参加,政府/子女/老人责任均摊
说不上幸福不幸福,农村,1953,50000,2,低于平均水平,没有参加,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1972,5000,3,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,城市,1989,40000,2,低于平均水平,参加了,没有参加,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1996,8000,4,低于平均水平,参加了,没有参加,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1966,5000,3,远低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,城市,1975,80000,4,平均水平,参加了,参加了,参加了,没有参加,主要由子女负责
比较幸福,城市,1951,12000,3,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,城市,1955,40000,5,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
非常幸福,农村,1970,20000,4,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1977,110000,4,高于平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
比较幸福,城市,1996,1000000,3,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1970,50000,2,远低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1995,40000,4,平均水平,参加了,没有参加,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1953,26000,4,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1974,80000,3,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1965,5000,1,低于平均水平,参加了,参加了,没有参加,没有参加,主要由老人自己负责
说不上幸福不幸福,农村,1965,20000,3,低于平均水平,参加了,没有参加,无法回答,无法回答,政府/子女/老人责任均摊
比较幸福,城市,1975,10000,2,低于平均水平,参加了,参加了,不适用,不适用,政府/子女/老人责任均摊
说不上幸福不幸福,农村,1961,20000,4,平均水平,参加了,参加了,无法回答,无法回答,主要由子女负责
说不上幸福不幸福,农村,1968,不知道,1,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1964,20000,2,高于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,城市,1972,不知道,5,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较不幸福,农村,1974,2000,3,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1970,12000,3,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
非常幸福,城市,1956,108000,5,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
非常不幸福,农村,1970,6000,1,远低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,农村,1991,50000,3,平均水平,参加了,没有参加,没有参加,没有参加,主要由政府负责
非常幸福,城市,1954,不知道,4,高于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,农村,1961,12000,3,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较不幸福,农村,1946,不知道,4,平均水平,没有参加,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1971,30000,2,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1984,10000,3,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,农村,1988,7000,4,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
说不上幸福不幸福,农村,1964,10000,3,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1967,10000,4,低于平均水平,参加了,参加了,不适用,不适用,主要由子女负责
比较幸福,农村,1946,80000,2,低于平均水平,没有参加,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1973,20000,3,低于平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,城市,1957,50000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
非常幸福,农村,1972,40000,5,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1997,4000,5,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1974,30000,3,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1939,1500,2,平均水平,没有参加,没有参加,没有参加,没有参加,主要由子女负责
比较幸福,农村,1957,不知道,3,高于平均水平,没有参加,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1944,40000,1,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1996,80000,3,平均水平,参加了,没有参加,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1976,50000,4,平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,农村,1975,10000,3,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较不幸福,农村,1979,40000,2,低于平均水平,参加了,不适用,不适用,不适用,主要由子女负责
比较幸福,农村,1941,20000,4,低于平均水平,参加了,参加了,没有参加,没有参加,主要由老人自己负责
比较幸福,农村,1972,10000,4,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1945,20000,5,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较不幸福,城市,1966,2400,1,远低于平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
比较幸福,农村,1975,30000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由老人自己负责
比较幸福,农村,1988,30000,4,低于平均水平,参加了,参加了,参加了,参加了,主要由子女负责
比较幸福,农村,1990,20000,5,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1951,1500,1,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1982,40000,5,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,农村,1981,120000,2,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1949,3000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1954,5000,1,高于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,农村,1954,不知道,6,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,农村,1957,10000,2,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1985,50000,6,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1956,28000,5,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1973,18000,2,远低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1986,30000,3,平均水平,参加了,没有参加,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1997,10000,4,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,农村,1974,70000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1951,不适用,2,高于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,城市,1965,50000,2,平均水平,参加了,参加了,参加了,参加了,主要由子女负责
比较幸福,农村,1957,30000,5,平均水平,参加了,参加了,不适用,不适用,主要由子女负责
比较幸福,农村,1973,35000,4,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
非常幸福,农村,1931,10000,3,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,农村,1964,50000,3,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1965,30000,3,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1971,40000,4,低于平均水平,参加了,参加了,不适用,不适用,主要由子女负责
说不上幸福不幸福,农村,1997,5000,2,平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
比较幸福,农村,1951,30000,3,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,城市,1977,62000,3,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1942,20000,2,平均水平,参加了,参加了,无法回答,无法回答,主要由子女负责
比较幸福,农村,1973,15000,4,平均水平,参加了,没有参加,没有参加,没有参加,政府/子女/老人责任均摊
说不上幸福不幸福,农村,1976,3000,3,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
非常幸福,农村,1971,9500,3,平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
非常幸福,城市,1950,24000,2,平均水平,参加了,没有参加,不适用,不适用,主要由子女负责
比较不幸福,农村,1966,10000,3,远低于平均水平,参加了,参加了,没有参加,没有参加,主要由政府负责
说不上幸福不幸福,农村,1961,50000,4,平均水平,参加了,参加了,没有参加,没有参加,主要由政府负责
比较幸福,农村,1952,60000,5,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1958,3000,1,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1938,43920,3,低于平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,农村,1991,20000,3,低于平均水平,参加了,不适用,没有参加,没有参加,主要由子女负责
比较幸福,城市,1944,20000,2,低于平均水平,参加了,没有参加,没有参加,没有参加,政府/子女/老人责任均摊
说不上幸福不幸福,农村,1936,5000,4,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1953,不知道,3,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较不幸福,农村,1978,12000,4,远低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1964,35000,3,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较不幸福,农村,1944,5000,4,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1974,30000,7,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1983,60000,4,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1941,50000,4,平均水平,参加了,参加了,没有参加,参加了,主要由子女负责
比较幸福,农村,1975,20000,6,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1951,20000,5,低于平均水平,参加了,参加了,没有参加,没有参加,主要由老人自己负责
非常幸福,农村,1964,15000,1,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1960,10000,2,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1979,200000,8,高于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1970,100000,5,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
非常幸福,农村,1967,40000,3,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1971,15000,4,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
说不上幸福不幸福,城市,1983,50000,3,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1967,72000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,农村,1948,5000,2,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1975,4000,4,远低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
说不上幸福不幸福,城市,1983,120000,6,平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
比较幸福,农村,1957,30000,2,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1963,10000,3,平均水平,参加了,参加了,没有参加,没有参加,无法回答
比较幸福,城市,1929,50000,5,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1973,30000,4,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1952,76800,5,低于平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
比较幸福,农村,1954,20000,2,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1973,15000,2,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1932,78000,3,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
非常幸福,农村,1939,50000,2,低于平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,农村,1942,5000,2,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
非常幸福,农村,1980,10000,3,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
非常幸福,农村,1967,10000,3,远低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1939,6000,3,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较不幸福,农村,1964,20000,2,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
说不上幸福不幸福,农村,1975,10000,3,低于平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,农村,1997,24000,3,平均水平,参加了,没有参加,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1957,50000,7,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,农村,1965,不知道,3,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1963,2000,1,低于平均水平,参加了,参加了,没有参加,没有参加,无法回答
比较幸福,农村,1966,90000,4,平均水平,参加了,参加了,没有参加,没有参加,主要由老人自己负责
比较幸福,城市,1946,20000,5,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1940,50000,2,低于平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
比较不幸福,农村,1978,1000,4,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较不幸福,农村,1960,1000,6,低于平均水平,参加了,参加了,没有参加,没有参加,主要由政府负责
比较幸福,农村,1946,40000,6,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
非常幸福,农村,1955,90000,6,平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
比较不幸福,农村,1964,10000,4,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较不幸福,农村,1980,4000,5,低于平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
比较幸福,农村,1940,1000,2,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1977,18000,5,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
说不上幸福不幸福,农村,1984,30000,7,平均水平,参加了,没有参加,参加了,没有参加,主要由子女负责
比较幸福,农村,1957,20000,4,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,农村,1954,10000,2,远低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1997,0,4,平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,城市,1972,20000,1,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1977,5000,5,平均水平,参加了,没有参加,不适用,不适用,政府/子女/老人责任均摊
比较幸福,农村,1962,2000,4,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1978,不知道,6,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
非常幸福,城市,1971,10000,4,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1987,9000,3,平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
比较幸福,农村,1945,35000,3,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,农村,1983,不知道,5,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1974,5000,3,平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
非常幸福,农村,1937,不知道,2,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1966,30000,5,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1954,10000,2,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较不幸福,农村,1978,20000,6,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较不幸福,农村,1926,10000,4,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1977,6000,4,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1953,不适用,2,高于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较不幸福,农村,1941,1200,1,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较不幸福,农村,1939,5000,5,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1978,130000,5,高于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
非常幸福,农村,1970,12000,3,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1991,3000,3,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,农村,1970,8000,5,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1988,拒绝回答,6,平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
比较幸福,农村,1967,50000,2,平均水平,参加了,不适用,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,农村,1930,2000,2,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较不幸福,农村,1949,20000,5,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1977,20000,4,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1977,80000,3,平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
比较幸福,农村,1980,拒绝回答,3,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1969,20000,3,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
非常幸福,农村,1982,9000,4,远低于平均水平,参加了,没有参加,没有参加,没有参加,主要由政府负责
比较幸福,农村,1960,4320,5,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
非常幸福,农村,1952,20000,2,平均水平,参加了,参加了,无法回答,无法回答,主要由子女负责
比较幸福,农村,1962,1000,2,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1953,拒绝回答,4,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1957,8000,4,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1981,20000,6,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较不幸福,农村,1985,拒绝回答,1,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1969,5000,2,远低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,农村,1954,拒绝回答,2,远低于平均水平,参加了,参加了,无法回答,无法回答,主要由子女负责
比较幸福,农村,1980,不知道,4,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1945,10000,2,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1951,不适用,2,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1948,30000,2,低于平均水平,参加了,参加了,没有参加,没有参加,主要由政府负责
比较幸福,农村,1970,不知道,3,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,农村,1953,拒绝回答,4,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1991,30000,5,平均水平,参加了,参加了,不适用,不适用,主要由子女负责
比较幸福,农村,1970,12000,4,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1975,10000,4,低于平均水平,参加了,没有参加,没有参加,没有参加,主要由老人自己负责
比较幸福,农村,1977,60000,5,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1948,20000,4,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1946,20000,5,远低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1965,50000,2,平均水平,没有参加,没有参加,没有参加,没有参加,主要由子女负责
非常幸福,农村,1972,30000,5,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1947,5000,3,低于平均水平,参加了,参加了,不适用,不适用,政府/子女/老人责任均摊
比较幸福,农村,1963,8000,5,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1996,不知道,2,平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
非常幸福,农村,1980,8000,6,平均水平,参加了,没有参加,没有参加,没有参加,无法回答
非常幸福,农村,1966,30000,3,平均水平,参加了,参加了,不适用,不适用,政府/子女/老人责任均摊
比较幸福,农村,1951,2000,2,低于平均水平,参加了,参加了,没有参加,没有参加,主要由政府负责
说不上幸福不幸福,农村,1991,30000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1941,0,2,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1968,12000,4,低于平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
比较幸福,农村,1967,50000,5,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,农村,1966,拒绝回答,1,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,农村,1987,30000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
非常幸福,农村,1949,25000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
